Total time,Physics time,Receive time,Total connections,Connections in ROI,Connections outside ROI,Number of closest clients,Known clients,Total entities,Received messages,Sent messages
7940181771,4712,3051,17,0,8,8,17,13,C:3 R:2 ,C:19 R:1 
7950181185,6068,16103,17,1,6,7,18,14,C:13 R:2 ,B:3 R:9 L:5 C:17 
7960181844,6888,8163,18,0,7,7,17,14,C:5 R:2 ,B:2 C:17 R:1 
7970182262,6530,5077,18,0,7,7,17,14,C:3 R:2 ,C:17 R:1 
7980182445,6927,14943,18,0,7,7,17,15,C:8 R:2 ,B:5 C:17 R:1 
7990182123,6275,6417,18,0,7,7,15,14,C:5 R:2 ,B:2 C:17 R:1 
8000182404,4205,5501,18,0,7,7,14,14,C:3 R:2 ,C:17 R:1 
8010182311,4182,5301,18,0,7,7,16,16,C:8 R:2 ,B:5 C:17 R:1 
8020182556,5539,8968,18,0,7,7,15,15,C:5 R:2 ,B:2 C:17 R:1 
8030182348,5689,4924,17,0,7,7,15,15,C:3 R:2 ,C:17 R:1 
8040182559,3623,4933,17,0,7,7,16,16,C:6 R:1 ,B:5 C:9 R:1 
8050182991,6579,12874,17,0,7,7,15,14,C:7 R:3 ,C:25 B:2 R:1 
8060183334,6069,4023,17,0,7,7,15,14,C:3 R:2 ,C:17 R:1 
8070183314,6822,10138,17,0,7,7,16,16,C:7 R:2 ,B:5 C:17 R:1 
8080183556,7302,11503,17,0,7,7,15,15,C:6 R:2 ,B:2 C:17 R:1 
8090183405,7037,6082,17,0,7,7,15,15,C:3 R:2 ,C:15 R:1 
8100183967,7025,15545,17,0,6,6,17,16,C:11 R:1 ,C:11 R:8 B:2 
8110184242,8417,18467,18,0,6,6,17,16,C:8 R:4 ,C:30 R:2 B:2 
8120184244,8074,6562,18,0,6,6,17,16,C:3 R:2 ,C:15 R:1 
8130184117,8633,4370,17,0,6,6,17,16,C:4 ,B:4 
8140184201,7638,12530,19,0,6,6,19,16,C:8 R:4 ,C:30 R:2 B:2 
8150184736,7797,4939,18,0,6,6,18,16,C:3 R:2 ,C:15 R:1 
8160184641,6921,13836,18,1,5,6,18,17,C:7 R:1 ,C:9 R:1 L:5 B:4 
8170185077,8000,13798,19,0,7,7,19,17,C:8 R:4 ,C:30 R:2 B:2 
8180185344,9090,5722,18,0,7,7,18,16,C:3 R:2 ,C:17 R:1 
8190185274,6825,863,18,0,7,7,17,17,C:1 ,B:4 
8200185522,8201,16452,18,0,8,8,19,16,C:12 R:4 ,C:34 R:2 B:3 
8210185643,7906,7292,17,0,8,8,18,16,C:3 R:2 ,C:19 R:1 
8220185736,7739,1258,16,0,8,8,14,16,C:1 ,B:1 
8230185763,6995,18081,18,0,8,8,17,16,C:12 R:4 ,B:7 C:38 R:2 
8240186243,7851,7283,17,0,8,8,17,16,C:4 R:2 ,C:19 R:1 
8250186256,7376,8617,16,0,8,8,14,15,C:8 ,R:8 C:1 
8260186363,7122,19654,17,0,8,8,16,15,C:10 R:4 ,B:4 C:38 R:2 
8270186032,6679,7968,17,0,8,8,17,15,C:4 R:2 ,B:1 C:19 R:1 
8280186503,8334,3947,16,0,8,8,13,16,C:2 B:1 ,B:2 C:1 
8290186635,7862,18232,18,0,8,8,18,16,C:10 R:4 ,B:4 C:38 R:2 
8300186989,7202,9282,18,0,8,8,18,15,C:4 R:2 ,B:1 C:19 R:1 
8310187334,7142,4860,17,0,8,8,15,16,C:2 B:2 ,B:2 C:2 
8320187202,7858,18537,19,0,8,8,18,16,C:10 R:5 ,B:4 C:46 R:2 
8330187780,9365,7404,18,0,8,8,18,16,C:4 R:2 ,B:1 C:19 R:1 
8340187663,7958,2783,17,0,8,8,15,16,C:1 B:1 ,B:1 C:1 
8350187913,7569,20528,19,0,8,8,18,16,C:11 R:5 B:1 ,B:5 C:48 R:2 
8360188294,7320,8891,18,0,8,8,18,16,C:4 R:2 ,B:1 C:19 R:1 
8370188075,8023,1460,17,0,8,8,13,16,C:1 ,B:1 
8380188424,8489,20915,19,0,8,8,18,15,C:11 R:4 B:1 ,B:5 C:39 R:2 
8390188642,7740,10346,18,0,8,8,17,15,C:4 R:2 ,B:1 C:19 R:1 
8400188272,6358,8025,17,0,8,8,14,16,C:4 ,R:8 C:1 
8410188848,7612,20049,19,0,8,8,18,16,C:10 R:4 B:1 ,B:4 C:39 R:2 
8420189422,6689,7280,19,0,8,8,19,15,C:4 R:2 ,B:1 C:19 R:1 
8430189339,7251,9618,19,0,8,8,16,14,C:5 R:1 ,C:11 R:1 B:2 
8440189446,8936,18473,21,0,8,8,21,14,C:10 B:1 R:4 ,B:4 C:39 R:2 
8450189167,7050,7570,19,0,8,8,19,14,C:4 R:2 ,B:1 C:19 R:1 
8460189284,5396,3659,18,0,8,8,15,15,C:1 R:1 ,B:2 C:9 
8470189490,7270,17625,20,0,8,8,18,15,C:11 R:4 ,B:4 C:38 R:2 
8480190228,7291,8210,19,0,8,8,18,15,C:4 R:2 ,B:1 C:19 R:1 
8490190199,6559,1169,18,0,8,8,17,16,C:1 ,B:1 
8500190281,8344,19064,20,0,8,8,18,16,C:11 R:4 ,B:5 C:38 R:2 
8510190465,8346,7541,19,0,8,8,18,16,C:4 R:2 ,C:19 R:1 B:1 
8520190096,6940,1874,18,0,8,8,17,16,C:1 ,B:1 
8530190275,7838,23972,19,0,8,8,18,16,B:2 C:11 R:4 ,B:5 C:40 R:2 
8540190893,7692,8759,18,0,8,8,17,16,C:4 R:2 ,C:19 R:1 B:1 
8550190468,6789,2494,17,0,8,8,14,17,C:2 ,R:8 
8560191046,8448,24528,18,0,8,8,16,17,C:10 R:4 B:1 ,B:4 C:39 R:2 
8570191223,7724,10357,17,0,8,8,15,16,C:4 R:2 ,C:19 R:1 B:1 
8580191285,7772,9848,17,0,8,8,16,17,C:5 R:1 ,C:11 R:1 B:2 
8590190976,7752,27958,19,0,8,8,18,17,C:10 R:4 B:1 ,B:4 C:39 R:2 
8600191464,7994,9121,19,0,8,8,18,17,C:4 R:2 ,C:19 R:1 B:1 
8610191172,8261,3421,18,0,8,8,17,18,B:1 C:2 ,B:2 C:1 
8620191299,8561,21428,20,0,8,8,19,17,C:10 R:5 B:1 ,B:4 C:47 R:2 
8630191866,6997,10427,19,0,8,8,17,17,C:4 R:2 ,C:19 R:1 B:1 
8640192026,7165,1056,18,0,8,8,17,18,C:1 ,B:1 
8650192058,8262,23207,20,0,8,8,20,18,C:11 R:5 ,B:5 C:47 R:2 
8660191922,7970,7345,19,0,8,8,19,17,C:4 R:2 ,C:19 R:1 B:1 
8670192913,8135,1363,18,0,8,8,17,17,C:1 ,B:1 
8680192579,8318,19924,19,0,8,8,18,17,C:11 R:4 ,B:5 C:38 R:2 
8690193259,8803,8019,18,0,8,8,17,17,C:4 R:2 ,C:19 R:1 B:1 
8700192927,6781,5349,17,0,8,8,15,16,C:4 ,R:8 C:1 
8710193304,8411,23421,19,0,8,8,19,16,C:10 R:4 ,B:4 C:38 R:2 
8720193495,7326,8579,18,0,8,8,18,15,C:4 R:2 ,C:19 R:1 B:1 
8730193424,6983,3183,17,0,8,8,16,16,C:2 ,B:2 
8740193436,7245,16874,19,0,8,8,19,15,C:10 R:4 ,B:4 C:36 R:2 
8750194119,7095,14830,18,0,8,8,18,15,C:7 R:3 ,C:29 R:2 B:1 
8760194442,6397,1003,17,0,8,8,18,15,C:1 ,B:1 
8770194458,7470,17578,19,0,8,8,19,15,C:11 R:4 ,B:5 C:38 R:2 
8780194507,7176,6601,18,0,8,8,18,15,C:4 R:2 ,C:19 R:1 B:1 
8790194637,6299,2548,17,0,8,8,17,15,C:1 ,B:1 
8800194719,6770,16362,19,0,8,8,18,15,C:11 R:4 ,B:5 C:38 R:2 
8810194465,6703,8754,18,0,8,8,17,14,C:4 R:2 ,C:19 R:1 B:1 
8820195282,6901,1205,17,0,8,8,17,15,C:1 ,B:1 
8830195345,7992,19301,18,0,8,8,18,15,C:11 R:4 ,B:5 C:38 R:2 
8840195084,6589,10649,18,0,8,8,18,15,C:4 R:2 B:1 ,C:20 R:1 B:1 
8850195070,7094,3030,16,0,8,8,16,16,C:2 ,R:8 
8860195615,7952,20021,18,0,8,8,19,15,C:11 R:4 ,C:39 B:4 R:2 
8870195279,6766,8559,17,0,8,8,18,14,C:4 R:2 B:1 ,C:20 R:1 B:1 
8880195379,7741,1241,16,0,8,8,16,14,C:1 ,B:1 
8890195940,7529,16730,18,0,8,8,18,14,C:11 R:4 ,B:5 C:38 R:2 
8900195717,6485,8809,17,0,8,8,17,14,C:4 R:2 B:1 ,C:20 R:1 B:1 
8910195772,6116,1128,17,0,8,8,17,15,C:1 ,B:1 
8920196613,7996,18853,19,0,8,8,19,15,C:11 R:4 ,B:5 C:38 R:2 
8930196114,6999,9389,18,0,8,8,18,15,C:4 R:2 B:1 ,C:20 R:1 B:1 
8940196130,6872,1109,17,0,8,8,17,16,C:1 ,B:1 
8950196432,3917,13002,19,0,8,8,18,16,C:11 R:4 ,B:5 C:38 R:2 
8960196420,4680,5267,18,0,8,8,17,15,R:3 C:4 ,C:28 R:1 B:1 
8970196449,3893,610,17,0,8,8,17,15,C:1 ,B:1 
8980196492,3656,9208,19,0,8,8,19,15,C:11 R:4 B:1 ,B:5 C:39 R:2 
8990196675,5267,4464,18,0,8,8,18,12,C:4 R:2 ,C:19 R:1 B:1 
9000197107,5178,5500,18,0,8,8,17,12,C:5 R:1 ,C:10 R:9 
9010197509,6118,13953,20,0,8,8,20,12,C:10 R:4 B:1 ,B:4 C:39 R:2 
9020197349,6951,6600,19,0,8,8,19,11,C:4 R:2 ,C:19 R:1 B:1 
9030197844,5862,3392,18,0,8,8,18,12,C:2 ,B:2 
9040197661,4293,9838,20,0,8,8,19,12,C:10 R:4 B:1 ,B:4 C:39 R:2 
9050198400,4048,4020,20,0,8,8,18,12,C:4 R:2 ,C:19 R:1 B:1 
9060198080,5122,858,18,0,8,8,16,13,C:1 ,B:2 
9070198674,6124,18680,20,0,8,8,19,14,C:11 R:4 B:1 ,B:4 C:39 R:2 
9080199084,5809,6544,19,0,8,8,18,13,C:4 R:2 ,C:19 R:1 B:1 
9090199057,6912,1334,18,0,8,8,17,14,C:1 ,B:1 
9100199629,8018,21411,19,0,8,8,18,15,C:11 R:5 ,B:5 C:47 R:2 
9110199716,7541,6578,18,0,8,8,17,13,C:4 R:2 ,C:19 R:1 B:1 
9120199792,7580,968,17,0,8,8,16,13,C:1 ,B:1 
9130199839,6862,18308,19,0,8,8,18,14,C:11 R:4 ,B:5 C:38 R:2 
9140199524,7426,6934,18,0,8,8,17,13,C:4 R:2 ,C:17 R:1 B:1 
9150199841,5023,3040,17,0,8,8,17,14,C:5 ,R:8 C:1 
9160199945,5052,11420,19,0,8,8,18,15,C:10 R:4 ,B:4 C:38 R:2 
9170200383,5891,6293,18,0,8,8,17,14,C:4 R:2 ,C:19 R:1 B:1 
9180200590,5675,1792,17,0,8,8,16,15,C:1 ,B:2 
9190200679,6364,15825,19,0,8,8,17,16,C:11 R:4 ,B:4 C:38 R:2 
9200200477,6599,8167,17,0,8,8,15,15,C:4 R:2 ,C:19 R:1 B:1 
9210200531,6717,943,16,0,8,8,14,15,C:1 ,B:1 
9220200974,4780,13392,17,0,8,8,16,15,C:11 B:1 R:4 ,B:5 C:39 R:2 
9230200550,5414,5430,16,0,8,8,15,14,C:4 R:2 ,C:19 R:1 B:1 
9240200633,5479,799,16,0,8,8,15,15,C:1 ,B:1 
9250200647,4523,8350,18,0,8,8,17,16,C:9 B:1 R:3 ,B:5 C:30 R:2 
9260201336,6328,8143,17,0,8,8,16,15,C:6 R:3 B:1 ,C:29 R:1 B:1 
9270201126,5376,617,16,0,8,8,15,16,C:1 ,B:1 
9280200981,7870,17267,17,0,8,8,16,16,C:8 B:1 R:2 ,B:5 C:20 R:1 
9290201580,4395,6690,18,0,8,8,17,16,C:7 R:4 B:1 ,C:39 R:2 B:1 
9300201671,6422,3068,17,0,6,6,15,16,C:2 ,R:8 
9310202069,8029,9910,18,0,6,6,15,16,C:6 R:2 B:1 ,B:3 C:16 R:1 
9320201772,5690,16267,20,0,6,6,19,16,C:10 R:5 B:1 ,C:39 R:3 B:1 
9330202290,5674,1215,19,0,6,6,18,16,C:1 ,B:2 
9340203126,7301,11295,20,0,6,6,20,15,C:7 R:3 ,C:22 B:3 R:1 
9350202986,6326,19690,21,0,6,6,21,15,C:7 R:4 B:1 ,C:31 R:2 B:1 
9360203178,5646,1537,19,0,6,6,19,16,C:1 ,B:1 
9370203534,5439,5954,20,0,6,6,19,15,C:6 R:3 ,B:4 C:22 R:1 
9380203730,5164,13064,20,0,7,7,21,14,C:8 R:4 ,C:30 R:2 B:1 
9390203911,4752,1388,18,0,7,7,19,14,C:1 ,B:1 
9400204038,4496,8190,19,0,7,7,20,14,C:6 R:2 ,B:3 C:17 R:1 
9410204419,6668,16191,20,0,7,7,21,14,C:9 R:4 ,B:3 C:34 R:2 
9420204172,5646,822,17,0,7,7,18,14,C:1 ,B:1 
9430204753,5957,10751,18,0,7,7,18,14,C:6 R:2 ,B:3 C:17 R:1 
9440205072,6754,13666,18,0,7,7,18,14,C:9 R:4 ,B:3 C:34 R:2 
9450205477,5826,6540,16,0,7,7,16,15,C:5 ,R:7 C:1 
9460205136,6609,9535,17,0,8,8,16,15,C:5 R:2 ,B:2 C:17 R:1 
9470205611,7276,15642,17,0,8,8,17,15,C:8 R:4 ,B:2 C:38 R:2 
9480205687,6969,5380,16,0,8,8,16,16,C:3 ,B:3 
9490205931,7624,11835,17,0,8,8,15,16,C:6 R:2 ,B:3 C:19 R:1 
9500206255,7185,15954,18,0,8,8,17,15,C:8 R:4 ,B:2 C:38 R:2 
9510206545,8351,2788,16,0,8,8,16,16,C:3 ,B:3 
9520206772,7406,10906,17,0,8,8,15,14,C:6 R:2 ,B:3 C:19 R:1 
9530206749,6796,19342,19,0,8,8,17,13,C:11 R:5 ,B:2 C:48 R:3 
9540206980,6537,5292,17,0,8,8,17,13,C:3 ,B:3 
9550207015,6252,12154,18,0,8,8,16,13,C:6 R:2 ,B:3 C:19 R:1 
9560207149,6481,17475,20,0,8,8,19,13,C:8 R:4 ,B:2 C:38 R:2 
9570207204,5835,6343,18,0,8,8,17,13,C:2 ,B:3 
9580207026,6152,9200,19,0,8,8,18,13,C:7 R:2 ,B:3 C:19 R:1 
9590207676,7743,11917,20,0,8,8,19,13,C:8 R:4 ,B:2 C:36 R:2 
9600208072,6240,2069,18,0,8,8,16,14,C:1 B:1 ,R:8 C:1 
9610208114,26997,15691,19,1,6,7,18,15,C:11 R:2 ,B:3 L:41 C:18 H:3 R:1 
9620208219,6488,16942,21,0,7,7,20,15,C:11 R:4 ,L:2 B:2 C:35 R:3 
9630208805,5345,40559,18,0,7,7,16,16,L:1 C:1 B:1 ,Q:1 B:1 C:1 
9640208527,6565,9848,19,0,7,7,17,16,C:7 R:2 B:1 ,B:4 C:18 R:1 
9650209345,6770,16572,20,0,7,7,18,16,C:7 L:1 R:4 ,Q:1 C:32 R:2 B:1 
9660209348,6164,3582,18,0,7,7,16,17,C:1 B:1 ,B:1 C:1 
9670208934,5716,16470,19,0,7,7,17,18,L:1 C:5 B:1 R:2 ,Q:1 B:3 C:18 R:1 
9680209621,7065,17387,20,0,7,7,17,17,C:9 R:5 ,C:41 R:2 B:2 
9690209911,7218,2380,19,0,7,7,16,16,L:1 ,Q:1 
9700210018,7217,3928,19,0,7,7,16,16,C:3 B:1 ,B:3 C:1 
9710210190,6716,31693,21,0,7,7,18,16,C:12 R:6 L:1 B:2 ,C:53 R:3 Q:1 B:3 
9720210163,6677,0,18,0,7,7,15,17,,
9730210367,7359,5542,18,0,7,7,15,17,L:1 C:3 B:1 ,Q:1 B:3 C:1 
9740210496,8023,22752,19,0,7,7,16,17,C:11 R:6 B:2 ,C:53 R:3 B:2 
9750210776,7079,6148,18,0,5,5,16,18,L:1 C:5 ,Q:1 R:7 
9760210900,8031,4395,17,0,5,5,15,16,C:2 R:1 ,C:6 B:1 
9770210932,7173,22303,20,0,5,5,17,14,C:11 R:6 L:1 B:1 ,C:40 R:3 Q:1 B:1 
9780210930,5858,4224,18,0,5,5,14,14,B:2 C:1 ,B:1 C:2 
9790211207,6107,6055,18,0,5,5,14,14,B:1 C:1 L:1 R:1 ,B:1 C:6 Q:1 
9800211242,4966,23314,21,0,6,6,18,14,C:11 R:7 B:1 ,B:2 C:50 R:3 
9810211561,5597,2980,18,0,6,6,14,15,L:1 B:1 ,Q:1 C:1 
9820211703,6229,1277,18,0,6,6,14,15,C:1 ,B:1 
9830211915,7148,27146,20,0,6,6,17,15,C:12 R:8 L:1 ,B:4 C:55 R:3 Q:1 
9840212147,6298,1202,17,0,6,6,14,16,C:1 ,
9850212064,6008,1557,17,0,6,6,14,16,L:1 C:1 ,Q:1 B:1 
9860212360,7861,25382,19,0,6,6,16,16,C:12 R:6 B:3 ,B:3 C:48 R:3 
9870212315,6920,2884,16,0,6,6,14,17,C:1 L:1 ,B:1 Q:1 
9880212613,5998,1015,16,0,6,6,14,17,C:1 ,B:1 
9890212692,7641,27520,19,0,6,6,16,17,C:12 R:6 B:3 L:1 ,B:3 C:48 R:3 Q:1 
9900212878,6971,11688,17,0,6,6,16,18,C:9 ,B:1 R:6 
9910212828,7882,1373,17,0,6,6,13,17,L:1 ,Q:1 
9920213160,7911,21061,20,0,6,6,17,16,C:10 R:6 B:1 ,B:1 C:46 R:3 
9930213142,6599,8066,16,0,6,6,15,15,C:3 L:1 B:2 ,B:3 Q:1 C:2 
9940213514,6550,0,16,0,6,6,14,15,,
9950213655,6752,21856,19,0,6,6,15,15,C:10 R:7 L:1 ,B:1 C:52 R:3 Q:1 
9960213633,5917,4822,16,0,6,6,14,16,C:4 B:1 ,B:4 C:1 
9970213736,6717,2834,16,0,6,6,12,16,L:1 R:1 ,Q:1 C:6 
9980214239,7766,22085,19,0,6,6,15,16,C:10 R:7 B:1 ,B:1 C:52 R:3 
9990214217,6807,5763,16,0,6,6,14,17,C:2 L:1 B:1 ,B:2 Q:1 C:1 
10000214579,8426,1377,16,0,6,6,13,16,C:1 ,B:1 
10010214768,7024,25025,19,0,6,6,17,16,C:11 B:2 R:6 L:1 ,B:2 C:47 R:3 Q:1 
10020214717,6596,5140,16,0,6,6,14,17,C:2 B:1 ,B:2 C:1 
10030214806,7255,2837,16,0,6,6,13,16,L:1 C:1 ,Q:1 B:1 
10040214636,7167,27463,19,0,6,6,15,16,C:11 B:3 R:6 ,B:2 C:48 R:3 
10050215406,6136,13556,16,0,6,6,15,17,C:8 L:1 B:1 ,B:2 Q:1 R:6 C:1 
10060215491,7038,0,16,0,6,6,14,17,,
10070215651,7104,27253,20,0,6,6,18,16,C:12 B:2 R:6 L:1 ,B:1 C:48 R:4 Q:1 
10080215616,7303,10376,18,0,6,6,18,16,C:3 B:2 ,B:3 C:2 
10090215392,6325,4761,18,0,6,6,17,16,R:2 L:1 ,C:13 Q:1 
10100216070,7873,21773,21,0,6,6,19,16,C:10 B:1 R:6 ,B:1 C:46 R:3 
10110216106,7329,5503,18,0,6,6,17,17,C:2 L:1 B:1 ,B:3 Q:1 C:1 
10120216350,6766,4834,18,0,6,6,18,17,C:2 R:1 ,B:1 C:7 
10130216435,7625,23596,21,0,7,7,19,17,R:7 C:10 L:1 ,C:52 B:1 R:3 Q:1 
10140216651,5981,1430,18,0,7,7,16,18,C:1 ,B:1 
10150216879,8124,4987,18,0,7,7,16,18,C:2 L:1 ,B:2 Q:1 
10160217276,8173,21365,21,0,7,7,18,18,C:12 R:6 ,B:3 C:51 R:3 
10170217261,7509,3929,17,0,7,7,14,19,C:1 L:1 ,B:1 Q:1 
10180217002,7418,2068,17,0,7,7,16,17,C:2 ,B:2 
10190217600,7376,24498,19,0,7,7,18,17,C:12 B:1 R:6 L:1 ,B:3 C:52 R:3 Q:1 
10200217619,6945,13401,16,0,7,7,16,18,C:11 ,B:1 R:7 C:1 
10210217959,8554,1452,16,0,7,7,16,18,L:1 ,Q:1 
10220218057,7830,20184,18,0,7,7,17,18,C:10 R:6 B:1 ,B:1 C:52 R:3 
10230218036,8270,8235,16,0,7,7,17,18,C:4 L:1 B:1 ,B:4 Q:1 C:1 
10240218200,6836,0,16,0,7,7,17,18,,
10250218395,8182,18899,19,0,7,7,20,18,C:10 R:6 B:1 L:1 ,B:1 C:52 R:3 Q:1 
10260218470,7388,5694,16,0,7,7,17,19,C:5 B:1 ,B:5 C:1 
10270218227,7675,1550,16,0,7,7,17,18,L:1 ,Q:1 
10280218798,7760,25698,19,0,7,7,20,18,R:7 C:10 B:2 ,C:60 B:1 R:3 
10290218880,7871,10087,18,0,7,7,19,19,C:5 R:1 L:1 ,B:4 C:10 R:1 Q:1 
10300218868,8804,2466,18,0,7,7,18,19,C:2 ,
10310219175,8450,25250,21,0,7,7,21,19,B:3 C:11 R:6 L:1 ,B:2 C:54 R:3 Q:1 
10320219277,7459,2257,18,0,7,7,17,19,C:2 ,B:2 
10330219269,8246,3042,18,0,7,7,18,18,C:2 L:1 ,B:2 Q:1 
10340219427,7432,25707,21,0,7,7,21,18,R:7 B:2 C:11 ,C:61 B:2 R:3 
10350219534,7199,6747,19,0,7,7,17,19,C:5 L:1 ,B:1 Q:1 R:7 C:1 
10360219608,7662,3327,19,0,7,7,17,19,C:3 ,B:1 
10370220131,7933,24694,22,0,7,7,20,19,C:10 R:6 B:2 L:1 ,B:1 C:53 R:3 Q:1 
10380220000,7820,3938,19,0,7,7,17,20,C:2 B:1 ,B:2 C:1 
10390220158,10014,3760,18,0,7,7,17,20,C:2 L:1 ,B:2 Q:1 
10400220662,9268,18143,21,0,7,7,20,20,R:7 C:10 B:1 ,C:60 B:1 R:3 
10410220123,6020,3095,18,0,7,7,16,21,C:3 L:1 B:1 ,B:3 Q:1 C:1 
10420220750,6616,6329,18,0,7,7,17,20,C:2 ,B:2 
10430220645,7786,23881,21,0,7,7,19,20,R:7 C:10 B:1 L:1 ,C:59 R:3 B:1 Q:1 
10440221245,7894,2097,18,0,7,7,17,21,C:2 ,B:2 
10450220842,8543,6168,18,0,7,7,16,21,C:2 L:1 ,B:2 Q:1 
10460221055,9588,20763,21,0,7,7,18,21,C:11 R:6 B:1 ,B:2 C:52 R:3 
10470221529,7873,2817,18,0,7,7,16,22,C:2 L:1 ,B:2 Q:1 
10480221637,8321,2065,18,0,7,7,17,21,C:2 ,B:2 
10490221938,9849,24083,21,0,7,7,20,20,C:11 R:7 L:1 ,B:2 C:59 R:3 Q:1 
10500222220,12105,11802,18,0,7,7,14,21,C:7 R:1 ,C:9 R:8 B:1 
10510222020,9478,3139,18,0,7,7,15,21,C:2 L:1 ,B:2 Q:1 
10520222152,12226,22022,21,0,7,7,18,20,C:10 R:6 ,C:51 R:3 B:1 
10530222156,6986,3905,18,0,7,7,13,21,C:3 L:1 ,B:3 Q:1 
10540222439,9268,2779,18,0,7,7,15,21,C:2 ,B:2 
10550222189,12932,20550,21,0,7,7,17,21,C:10 R:6 L:1 ,C:51 R:3 B:1 Q:1 
10560222497,11056,3287,18,0,7,7,15,22,C:3 ,B:3 
10570223056,8506,4152,18,0,7,7,15,22,C:2 L:1 ,B:2 Q:1 
10580222782,8869,17898,21,0,7,7,17,21,C:10 R:6 ,C:51 R:3 B:1 
10590222916,7999,11724,18,0,6,6,14,20,L:1 C:6 R:1 ,Q:1 B:3 C:9 R:1 
10600223451,8284,1760,17,0,6,6,15,20,C:2 ,B:2 
10610223997,8238,21800,20,0,6,6,17,19,C:10 R:6 L:1 ,C:45 R:3 B:1 Q:1 
10620224142,7846,1572,17,0,6,6,14,20,C:2 ,B:2 
10630224284,7743,3126,17,0,6,6,14,20,C:2 L:1 ,B:2 Q:1 
10640224431,10039,32870,20,0,6,6,17,20,C:10 R:6 B:1 ,C:46 R:3 B:1 
10650224621,8500,15431,19,0,6,6,19,21,C:8 R:2 L:1 ,C:17 R:8 Q:1 
10660224760,9004,2468,19,0,6,6,18,21,C:2 ,B:2 
10670225153,9043,26485,22,0,6,6,21,21,C:10 R:6 B:1 L:1 ,C:44 R:3 Q:1 B:1 
10680225150,9217,2070,19,0,6,6,17,22,C:2 ,B:2 
10690224709,10586,2367,17,0,6,6,15,21,C:1 L:1 ,B:1 Q:1 
10700225377,9330,23938,20,0,6,6,18,21,C:11 R:6 B:2 ,C:47 R:3 B:2 
10710225595,9398,8827,19,0,6,6,19,21,L:1 C:5 R:1 ,Q:1 B:2 C:8 R:1 
10720225132,9002,1205,19,0,6,6,19,21,C:1 ,B:1 
10730225700,9667,24762,22,0,6,6,22,20,C:10 R:6 B:2 L:1 ,C:47 R:3 Q:1 B:1 
10740225946,10290,3349,19,0,6,6,18,21,B:1 C:2 ,C:1 B:2 
10750225960,9445,7934,18,0,7,7,17,21,C:4 R:1 L:1 ,C:8 R:1 Q:1 B:1 
10760226249,9683,17719,20,0,7,7,19,22,C:8 R:5 ,C:41 R:3 B:2 
10770225868,9415,12507,18,0,7,7,18,22,R:2 C:5 B:2 L:1 ,C:18 Q:1 B:2 
10780226346,9844,1248,18,0,7,7,18,21,C:1 ,B:1 
10790226824,8975,18929,20,0,7,7,18,21,C:8 R:5 B:1 L:1 ,C:42 R:2 B:3 Q:1 
10800226763,9382,22451,19,0,7,7,20,21,C:14 B:2 R:2 ,C:21 R:8 B:1 
10810226993,9776,3972,18,0,7,7,19,21,L:1 C:1 ,Q:1 B:1 
10820226988,8643,16662,20,0,7,7,21,21,R:5 C:6 ,C:41 R:2 B:1 
10830227226,9650,15032,17,0,7,7,19,22,C:7 B:2 R:2 L:1 ,C:19 R:1 Q:1 B:3 
10840227273,10074,1075,17,0,7,7,19,22,C:1 ,B:1 
10850227628,10354,18626,19,0,7,7,20,21,C:7 R:5 L:1 ,B:2 C:42 R:2 Q:1 
10860227723,8772,13725,18,0,7,7,19,21,C:7 B:1 R:2 ,C:18 R:1 B:3 
10870227873,9662,3376,17,0,7,7,18,21,L:1 C:1 ,Q:1 B:1 
10880228107,8373,14331,19,0,7,7,19,21,C:7 R:4 ,B:2 C:34 R:2 
10890228009,8897,16647,18,0,7,7,16,22,C:7 B:1 R:2 L:1 ,C:18 R:1 Q:1 B:3 
10900227957,9713,1066,17,0,7,7,16,22,C:1 ,B:1 
10910228523,9548,18247,20,0,7,7,19,20,C:9 R:4 L:1 ,B:1 C:34 R:3 Q:1 
10920228136,8573,17953,20,0,7,7,20,21,B:2 C:9 R:3 ,C:28 R:2 B:3 
10930228325,10818,1800,19,0,7,7,19,21,L:1 ,Q:1 B:1 
10940228885,10070,28092,21,0,7,7,20,21,C:8 B:1 R:5 ,C:43 R:2 B:1 
10950228940,8859,20050,19,0,7,7,20,22,C:12 R:2 L:1 ,C:17 R:8 Q:1 B:1 
10960229012,10238,0,18,0,7,7,18,21,,
10970228809,8620,24110,20,0,7,7,20,21,C:8 R:5 L:1 ,B:2 C:41 R:2 Q:1 
10980229993,8682,11456,19,0,7,7,20,22,C:5 R:2 B:1 ,C:18 R:1 B:2 
10990229660,9189,1707,18,0,7,7,19,22,L:1 ,Q:1 
11000230362,8914,22295,20,0,7,7,21,22,C:9 R:4 ,B:3 C:34 R:2 
11010230049,8782,19604,19,0,7,7,20,23,C:6 R:2 L:1 B:1 ,C:18 R:1 Q:1 B:3 
11020230131,9857,0,17,0,7,7,17,23,,
11030230920,10048,21863,19,0,7,7,21,23,C:9 B:1 R:4 L:1 ,B:4 C:35 R:2 Q:1 
11040230783,9583,11596,18,0,7,7,20,23,C:7 R:2 B:1 ,C:18 R:1 B:3 
11050230558,9787,1754,17,0,7,7,18,23,L:1 ,Q:1 
11060231115,9893,20816,19,0,7,7,19,23,C:8 R:6 ,B:3 C:49 R:2 
